source,page_url,followers,date,time,time_zone,interactions,post_type,post_message,post_link
Heart of Texas,Facebook.com/Txrebels,234858,2017-07-06,19:30:00, GMT-0400,3692,Facebook,,https://www.facebook.com/txrebels/posts/1274938492627971
Heart of Texas,Facebook.com/Txrebels,192608,2017-03-16,19:30:00, GMT-0400,3681,Facebook,,https://www.facebook.com/txrebels/posts/1160338044088017
Heart of Texas,Facebook.com/Txrebels,235067,2017-07-07,16:59:00, GMT-0400,3656,Facebook,,https://www.facebook.com/txrebels/posts/1274939979294489
Heart of Texas,Facebook.com/Txrebels,223542,2017-06-06,18:00:00, GMT-0400,3655,Facebook,,https://www.facebook.com/txrebels/posts/1244835545638266
Heart of Texas,Facebook.com/Txrebels,170235,2017-01-12,18:30:00, GMT-0500,3654,Facebook,,https://www.facebook.com/txrebels/posts/1098384036950085
Heart of Texas,Facebook.com/Txrebels,202354,2017-04-11,18:56:22, GMT-0400,3654,Facebook,,https://www.facebook.com/txrebels/posts/1188652037923284
Heart of Texas,Facebook.com/Txrebels,166820,2017-01-01,18:00:00, GMT-0500,3653,Facebook,,https://www.facebook.com/txrebels/posts/1081142598674229
Heart of Texas,Facebook.com/Txrebels,189458,2017-03-07,18:30:01, GMT-0500,3653,Facebook,,https://www.facebook.com/txrebels/posts/1151232641665224
Heart of Texas,Facebook.com/Txrebels,158385,2016-12-02,19:00:00, GMT-0500,3643,Facebook,,https://www.facebook.com/txrebels/posts/1061200360668453
Heart of Texas,Facebook.com/Txrebels,174377,2017-01-29,15:06:00, GMT-0500,3627,Facebook,,https://www.facebook.com/txrebels/posts/1112082252246930
Heart of Texas,Facebook.com/Txrebels,234260,2017-07-02,18:30:00, GMT-0400,3623,Facebook,,https://www.facebook.com/txrebels/posts/1270851503036670
Heart of Texas,Facebook.com/Txrebels,233490,2017-06-29,19:30:00, GMT-0400,3622,Facebook,,https://www.facebook.com/txrebels/posts/1269743236480830
Heart of Texas,Facebook.com/Txrebels,246400,2017-08-10,17:00:00, GMT-0400,3618,Facebook,,https://www.facebook.com/txrebels/posts/1312843785504108
Heart of Texas,Facebook.com/Txrebels,173373,2017-01-25,15:59:01, GMT-0500,3613,Facebook,,https://www.facebook.com/txrebels/posts/1112077872247368
Heart of Texas,Facebook.com/Txrebels,249770,2017-08-23,19:30:00, GMT-0400,3604,Facebook,,https://www.facebook.com/txrebels/posts/1327047857417034
Heart of Texas,Facebook.com/Txrebels,173141,2017-01-24,15:59:01, GMT-0500,3600,Facebook,,https://www.facebook.com/txrebels/posts/1110827865705702
Heart of Texas,Facebook.com/Txrebels,173588,2017-01-26,19:00:00, GMT-0500,3594,Facebook,,https://www.facebook.com/txrebels/posts/1113334278788394
Heart of Texas,Facebook.com/Txrebels,239570,2017-07-18,20:00:00, GMT-0400,3591,Facebook,,https://www.facebook.com/txrebels/posts/1289137381208082
Heart of Texas,Facebook.com/Txrebels,225116,2017-06-12,16:59:00, GMT-0400,3584,Facebook,,https://www.facebook.com/txrebels/posts/1248371541951333
Heart of Texas,Facebook.com/Txrebels,175396,2017-02-01,17:00:01, GMT-0500,3565,Facebook,,https://www.facebook.com/txrebels/posts/1120318078090014
Heart of Texas,Facebook.com/Txrebels,164428,2016-12-27,17:30:00, GMT-0500,3558,Facebook,,https://www.facebook.com/txrebels/posts/1084820038306485
Heart of Texas,Facebook.com/Txrebels,170235,2017-01-12,18:00:00, GMT-0500,3555,Facebook,,https://www.facebook.com/txrebels/posts/1098383193616836
Heart of Texas,Facebook.com/Txrebels,163299,2016-12-22,15:59:01, GMT-0500,3541,Facebook,,https://www.facebook.com/txrebels/posts/1080890952032727
Heart of Texas,Facebook.com/Txrebels,223740,2017-06-07,16:34:00, GMT-0400,3540,Facebook,,https://www.facebook.com/txrebels/posts/1246152815506539
Heart of Texas,Facebook.com/Txrebels,171919,2017-01-18,17:30:00, GMT-0500,3538,Facebook,,https://www.facebook.com/txrebels/posts/1104072139714608
Heart of Texas,Facebook.com/Txrebels,163007,2016-12-21,15:48:00, GMT-0500,3536,Facebook,,https://www.facebook.com/txrebels/posts/1080288355426320
Heart of Texas,Facebook.com/Txrebels,172787,2017-01-22,15:59:10, GMT-0500,3535,Facebook,,https://www.facebook.com/txrebels/posts/1104075866380902
Heart of Texas,Facebook.com/Txrebels,237521,2017-07-13,20:00:00, GMT-0400,3530,Facebook,,https://www.facebook.com/txrebels/posts/1283707675084386
Heart of Texas,Facebook.com/Txrebels,178061,2017-02-08,18:00:00, GMT-0500,3514,Facebook,,https://www.facebook.com/txrebels/posts/1127305930724562
Heart of Texas,Facebook.com/Txrebels,168668,2017-01-07,18:00:00, GMT-0500,3509,Facebook,,https://www.facebook.com/txrebels/posts/1084828641638958
Heart of Texas,Facebook.com/Txrebels,233888,2017-07-01,16:24:00, GMT-0400,3506,Facebook,,https://www.facebook.com/txrebels/posts/1267429636712190
Heart of Texas,Facebook.com/Txrebels,196759,2017-03-26,20:00:00, GMT-0400,3499,Facebook,,https://www.facebook.com/txrebels/posts/1167865983335223
Heart of Texas,Facebook.com/Txrebels,192166,2017-03-14,16:59:01, GMT-0400,3496,Facebook,,https://www.facebook.com/txrebels/posts/1158599134261908
Heart of Texas,Facebook.com/Txrebels,225116,2017-06-12,18:30:00, GMT-0400,3487,Facebook,,https://www.facebook.com/txrebels/posts/1248376515284169
Heart of Texas,Facebook.com/Txrebels,169055,2017-01-08,18:28:00, GMT-0500,3477,Facebook,,https://www.facebook.com/txrebels/posts/1084832244971931
Heart of Texas,Facebook.com/Txrebels,236882,2017-07-12,18:40:00, GMT-0400,3458,Facebook,,https://www.facebook.com/txrebels/posts/1282906631831157
Heart of Texas,Facebook.com/Txrebels,249770,2017-08-23,15:00:00, GMT-0400,3453,Facebook,,https://www.facebook.com/txrebels/posts/1327027557419064
Heart of Texas,Facebook.com/Txrebels,167106,2017-01-02,18:00:00, GMT-0500,3451,Facebook,,https://www.facebook.com/txrebels/posts/1080294472092375
Heart of Texas,Facebook.com/Txrebels,248927,2017-08-18,18:30:00, GMT-0400,3450,Facebook,,https://www.facebook.com/txrebels/posts/1321899684598518
Heart of Texas,Facebook.com/Txrebels,245505,2017-08-07,19:00:00, GMT-0400,3433,Facebook,,https://www.facebook.com/txrebels/posts/1310209312434222
Heart of Texas,Facebook.com/Txrebels,240598,2017-07-25,14:00:00, GMT-0400,3431,Facebook,,https://www.facebook.com/txrebels/posts/1296850990436721
Heart of Texas,Facebook.com/Txrebels,185339,2017-02-27,15:00:02, GMT-0500,3426,Facebook,,https://www.facebook.com/txrebels/posts/1144265562361932
Heart of Texas,Facebook.com/Txrebels,216268,2017-05-06,16:00:00, GMT-0400,3422,Facebook,,https://www.facebook.com/txrebels/posts/1203128969808924
Heart of Texas,Facebook.com/Txrebels,183745,2017-02-23,15:00:02, GMT-0500,3412,Facebook,,https://www.facebook.com/txrebels/posts/1138882489566906
Heart of Texas,Facebook.com/Txrebels,166820,2016-12-31,19:00:00, GMT-0500,3412,Facebook,,https://www.facebook.com/txrebels/posts/1084825151639307
Heart of Texas,Facebook.com/Txrebels,213056,2017-04-24,18:58:00, GMT-0400,3410,Facebook,,https://www.facebook.com/txrebels/posts/1204009329720888
Heart of Texas,Facebook.com/Txrebels,249261,2017-08-20,20:00:00, GMT-0400,3408,Facebook,,https://www.facebook.com/txrebels/posts/1321888791266274
Heart of Texas,Facebook.com/Txrebels,190420,2017-03-08,19:00:14, GMT-0500,3407,Facebook,,https://www.facebook.com/txrebels/posts/1151237731664715
Heart of Texas,Facebook.com/Txrebels,220906,2017-05-22,16:21:00, GMT-0400,3401,Facebook,,https://www.facebook.com/txrebels/posts/1229355273852960
Heart of Texas,Facebook.com/Txrebels,211203,2017-04-19,18:30:00, GMT-0400,3398,Facebook,,https://www.facebook.com/txrebels/posts/1198123980309423
Heart of Texas,Facebook.com/Txrebels,219647,2017-05-17,18:28:00, GMT-0400,3391,Facebook,,https://www.facebook.com/txrebels/posts/1224874527634368
Heart of Texas,Facebook.com/Txrebels,237521,2017-07-14,16:02:00, GMT-0400,3388,Facebook,,https://www.facebook.com/txrebels/posts/1285040268284460
Heart of Texas,Facebook.com/Txrebels,200519,2017-04-02,20:02:00, GMT-0400,3386,Facebook,,https://www.facebook.com/txrebels/posts/1173081479480340
Heart of Texas,Facebook.com/Txrebels,171023,2017-01-14,08:59:01, GMT-0500,3386,Facebook,,https://www.facebook.com/txrebels/posts/1099193703535785
Heart of Texas,Facebook.com/Txrebels,245850,2017-08-08,16:00:00, GMT-0400,3366,Facebook,,https://www.facebook.com/txrebels/posts/1311141482341005
Heart of Texas,Facebook.com/Txrebels,202767,2017-04-12,16:30:01, GMT-0400,3350,Facebook,,https://www.facebook.com/txrebels/posts/1189895954465559
Heart of Texas,Facebook.com/Txrebels,162279,2016-12-19,14:08:00, GMT-0500,3345,Facebook,,https://www.facebook.com/txrebels/posts/1078608762260946
Heart of Texas,Facebook.com/Txrebels,162646,2016-12-20,15:52:00, GMT-0500,3338,Facebook,,https://www.facebook.com/txrebels/posts/1079439552177867
Heart of Texas,Facebook.com/Txrebels,247358,2017-08-13,20:00:00, GMT-0400,3335,Facebook,,https://www.facebook.com/txrebels/posts/1314034032051750
Heart of Texas,Facebook.com/Txrebels,200009,2017-03-31,16:55:00, GMT-0400,3329,Facebook,,https://www.facebook.com/txrebels/posts/1173074129481075
Heart of Texas,Facebook.com/Txrebels,216631,2017-05-07,19:04:00, GMT-0400,3323,Facebook,,https://www.facebook.com/txrebels/posts/1203149556473532
Heart of Texas,Facebook.com/Txrebels,169397,2017-01-09,15:59:00, GMT-0500,3320,Facebook,,https://www.facebook.com/txrebels/posts/1095723913882764
Heart of Texas,Facebook.com/Txrebels,192820,2017-03-17,19:30:00, GMT-0400,3316,Facebook,,https://www.facebook.com/txrebels/posts/1161190274002794
Heart of Texas,Facebook.com/Txrebels,210500,2017-04-17,16:00:00, GMT-0400,3310,Facebook,,https://www.facebook.com/txrebels/posts/1195827930539028
Heart of Texas,Facebook.com/Txrebels,188621,2017-03-05,17:00:00, GMT-0500,3309,Facebook,,https://www.facebook.com/txrebels/posts/1146910095430812
Heart of Texas,Facebook.com/Txrebels,235294,2017-07-08,19:30:00, GMT-0400,3307,Facebook,,https://www.facebook.com/txrebels/posts/1274944699294017
Heart of Texas,Facebook.com/Txrebels,211203,2017-04-19,20:00:00, GMT-0400,3298,Facebook,,https://www.facebook.com/txrebels/posts/1198125330309288
Heart of Texas,Facebook.com/Txrebels,200283,2017-04-01,15:58:00, GMT-0400,3293,Facebook,,https://www.facebook.com/txrebels/posts/1173077569480731
Heart of Texas,Facebook.com/Txrebels,175396,2017-01-31,18:30:00, GMT-0500,3289,Facebook,,https://www.facebook.com/txrebels/posts/1117909211664234
Heart of Texas,Facebook.com/Txrebels,174651,2017-01-30,18:13:00, GMT-0500,3278,Facebook,,https://www.facebook.com/txrebels/posts/1117911081664047
Heart of Texas,Facebook.com/Txrebels,193055,2017-03-18,16:57:01, GMT-0400,3270,Facebook,,https://www.facebook.com/txrebels/posts/1157614237693731
Heart of Texas,Facebook.com/Txrebels,159148,2016-12-06,10:00:00, GMT-0500,3263,Facebook,,https://www.facebook.com/txrebels/posts/1065334100255079
Heart of Texas,Facebook.com/Txrebels,243663,2017-07-31,12:00:00, GMT-0400,3253,Facebook,,https://www.facebook.com/txrebels/posts/1303329563122197
Heart of Texas,Facebook.com/Txrebels,242468,2017-07-29,19:30:00, GMT-0400,3253,Facebook,,https://www.facebook.com/txrebels/posts/1301390129982807
Heart of Texas,Facebook.com/Txrebels,163826,2016-12-24,18:30:00, GMT-0500,3249,Facebook,,https://www.facebook.com/txrebels/posts/1079441728844316
Heart of Texas,Facebook.com/Txrebels,234858,2017-07-06,18:00:00, GMT-0400,3247,Facebook,,https://www.facebook.com/txrebels/posts/1274936922628128
Heart of Texas,Facebook.com/Txrebels,163522,2016-12-23,17:30:00, GMT-0500,3241,Facebook,,https://www.facebook.com/txrebels/posts/1081751445280011
Heart of Texas,Facebook.com/Txrebels,164814,2016-12-28,18:00:00, GMT-0500,3230,Facebook,,https://www.facebook.com/txrebels/posts/1085633148225174
Heart of Texas,Facebook.com/Txrebels,219114,2017-05-14,19:05:00, GMT-0400,3216,Facebook,,https://www.facebook.com/txrebels/posts/1220443474744140
Heart of Texas,Facebook.com/Txrebels,181187,2017-02-16,17:00:03, GMT-0500,3206,Facebook,,https://www.facebook.com/txrebels/posts/1134062006715621
Heart of Texas,Facebook.com/Txrebels,193568,2017-03-20,19:00:42, GMT-0400,3204,Facebook,,https://www.facebook.com/txrebels/posts/1163870073734814
Heart of Texas,Facebook.com/Txrebels,210500,2017-04-17,09:58:16, GMT-0400,3202,Facebook,,https://www.facebook.com/txrebels/posts/1195746777213810
Heart of Texas,Facebook.com/Txrebels,200009,2017-03-31,18:57:00, GMT-0400,3195,Facebook,,https://www.facebook.com/txrebels/posts/1173077086147446
Heart of Texas,Facebook.com/Txrebels,225116,2017-06-12,19:00:00, GMT-0400,3188,Facebook,,https://www.facebook.com/txrebels/posts/1248378391950648
Heart of Texas,Facebook.com/Txrebels,217099,2017-05-08,19:05:00, GMT-0400,3182,Facebook,,https://www.facebook.com/txrebels/posts/1203149973140157
Heart of Texas,Facebook.com/Txrebels,225116,2017-06-12,19:30:00, GMT-0400,3180,Facebook,,https://www.facebook.com/txrebels/posts/1248379708617183
Heart of Texas,Facebook.com/Txrebels,217099,2017-05-08,18:00:45, GMT-0400,3179,Facebook,,https://www.facebook.com/txrebels/posts/1203143189807502
Heart of Texas,Facebook.com/Txrebels,239570,2017-07-19,19:00:00, GMT-0400,3172,Facebook,,https://www.facebook.com/txrebels/posts/1290148601106960
Heart of Texas,Facebook.com/Txrebels,197903,2017-03-27,10:00:00, GMT-0400,3171,Facebook,,https://www.facebook.com/txrebels/posts/1170658689722619
Heart of Texas,Facebook.com/Txrebels,240491,2017-07-24,18:00:00, GMT-0400,3162,Facebook,,https://www.facebook.com/txrebels/posts/1295513077237179
Heart of Texas,Facebook.com/Txrebels,170660,2017-01-13,18:30:01, GMT-0500,3158,Facebook,,https://www.facebook.com/txrebels/posts/1099307133524442
Heart of Texas,Facebook.com/Txrebels,180581,2017-02-14,15:00:01, GMT-0500,3156,Facebook,,https://www.facebook.com/txrebels/posts/1132248200230335
Heart of Texas,Facebook.com/Txrebels,158557,2016-12-03,18:00:00, GMT-0500,3156,Facebook,,https://www.facebook.com/txrebels/posts/1061205657334590
Heart of Texas,Facebook.com/Txrebels,169397,2017-01-09,18:07:00, GMT-0500,3144,Facebook,,https://www.facebook.com/txrebels/posts/1095724780549344
Heart of Texas,Facebook.com/Txrebels,189051,2017-03-06,18:00:00, GMT-0500,3136,Facebook,,https://www.facebook.com/txrebels/posts/1150333088421846
Heart of Texas,Facebook.com/Txrebels,231749,2017-06-21,16:00:00, GMT-0400,3136,Facebook,,https://www.facebook.com/txrebels/posts/1261486817306472
Heart of Texas,Facebook.com/Txrebels,193310,2017-03-19,20:00:00, GMT-0400,3135,Facebook,,https://www.facebook.com/txrebels/posts/1161201520668336
Heart of Texas,Facebook.com/Txrebels,215610,2017-05-03,19:00:00, GMT-0400,3134,Facebook,,https://www.facebook.com/txrebels/posts/1203146213140533
Heart of Texas,Facebook.com/Txrebels,236610,2017-07-11,19:02:00, GMT-0400,3133,Facebook,,https://www.facebook.com/txrebels/posts/1281924931929327
Heart of Texas,Facebook.com/Txrebels,202154,2017-04-10,18:00:00, GMT-0400,3128,Facebook,,https://www.facebook.com/txrebels/posts/1187311261390695
Heart of Texas,Facebook.com/Txrebels,160428,2016-12-13,15:59:00, GMT-0500,3117,Facebook,,https://www.facebook.com/txrebels/posts/1072902202831602
Heart of Texas,Facebook.com/Txrebels,191401,2017-03-11,19:00:00, GMT-0500,3117,Facebook,,https://www.facebook.com/txrebels/posts/1151240901664398
Heart of Texas,Facebook.com/Txrebels,158944,2016-12-05,11:00:01, GMT-0500,3113,Facebook,,https://www.facebook.com/txrebels/posts/1064170127038143
Heart of Texas,Facebook.com/Txrebels,224320,2017-06-11,18:00:00, GMT-0400,3113,Facebook,,https://www.facebook.com/txrebels/posts/1248367651951722
Heart of Texas,Facebook.com/Txrebels,164814,2016-12-28,18:31:00, GMT-0500,3110,Facebook,,https://www.facebook.com/txrebels/posts/1085633328225156
Heart of Texas,Facebook.com/Txrebels,225723,2017-06-14,18:02:00, GMT-0400,3107,Facebook,,https://www.facebook.com/txrebels/posts/1254079658047188
Heart of Texas,Facebook.com/Txrebels,204064,2017-04-13,16:59:00, GMT-0400,3105,Facebook,,https://www.facebook.com/txrebels/posts/1191170551004766
Heart of Texas,Facebook.com/Txrebels,189051,2017-03-06,19:00:00, GMT-0500,3097,Facebook,,https://www.facebook.com/txrebels/posts/1150333691755119
Heart of Texas,Facebook.com/Txrebels,220136,2017-05-20,19:00:00, GMT-0400,3089,Facebook,,https://www.facebook.com/txrebels/posts/1226804294108058
Heart of Texas,Facebook.com/Txrebels,236882,2017-07-12,16:10:00, GMT-0400,3088,Facebook,,https://www.facebook.com/txrebels/posts/1282906241831196
Heart of Texas,Facebook.com/Txrebels,166820,2017-01-01,19:00:00, GMT-0500,3087,Facebook,,https://www.facebook.com/txrebels/posts/1081144138674075
Heart of Texas,Facebook.com/Txrebels,239570,2017-07-18,22:00:00, GMT-0400,3082,Facebook,,https://www.facebook.com/txrebels/posts/1289141037874383
Heart of Texas,Facebook.com/Txrebels,163522,2016-12-23,14:59:00, GMT-0500,3077,Facebook,,https://www.facebook.com/txrebels/posts/1081144835340672
Heart of Texas,Facebook.com/Txrebels,188141,2017-03-04,09:10:00, GMT-0500,3076,Facebook,,https://www.facebook.com/txrebels/posts/1147630332025455
Heart of Texas,Facebook.com/Txrebels,215476,2017-05-02,16:00:00, GMT-0400,3075,Facebook,,https://www.facebook.com/txrebels/posts/1203127279809093
Heart of Texas,Facebook.com/Txrebels,233349,2017-06-28,16:00:00, GMT-0400,3070,Facebook,,https://www.facebook.com/txrebels/posts/1267427586712395
Heart of Texas,Facebook.com/Txrebels,199696,2017-03-30,20:20:04, GMT-0400,3066,Facebook,,https://www.facebook.com/txrebels/posts/1174011159387372
Heart of Texas,Facebook.com/Txrebels,236308,2017-07-10,16:59:00, GMT-0400,3051,Facebook,,https://www.facebook.com/txrebels/posts/1280886352033185
Heart of Texas,Facebook.com/Txrebels,198622,2017-03-28,16:59:00, GMT-0400,3050,Facebook,,https://www.facebook.com/txrebels/posts/1171920912929730
Heart of Texas,Facebook.com/Txrebels,219114,2017-05-14,20:09:00, GMT-0400,3047,Facebook,,https://www.facebook.com/txrebels/posts/1220446568077164
Heart of Texas,Facebook.com/Txrebels,180581,2017-02-14,19:00:02, GMT-0500,3027,Facebook,,https://www.facebook.com/txrebels/posts/1132261196895702
Heart of Texas,Facebook.com/Txrebels,244071,2017-08-01,14:00:00, GMT-0400,3018,Facebook,,https://www.facebook.com/txrebels/posts/1304270443028109
Heart of Texas,Facebook.com/Txrebels,168668,2017-01-07,18:30:01, GMT-0500,3011,Facebook,,https://www.facebook.com/txrebels/posts/1084829041638918
Heart of Texas,Facebook.com/Txrebels,234858,2017-07-06,16:06:00, GMT-0400,3006,Facebook,,https://www.facebook.com/txrebels/posts/1274936302628190
Heart of Texas,Facebook.com/Txrebels,170660,2017-01-13,17:00:00, GMT-0500,2999,Facebook,,https://www.facebook.com/txrebels/posts/1099305853524570
Heart of Texas,Facebook.com/Txrebels,239318,2017-07-18,16:00:00, GMT-0400,2983,Facebook,,https://www.facebook.com/txrebels/posts/1288918404563313
Heart of Texas,Facebook.com/Txrebels,163299,2016-12-22,17:00:00, GMT-0500,2980,Facebook,,https://www.facebook.com/txrebels/posts/1080891028699386
Heart of Texas,Facebook.com/Txrebels,249618,2017-08-22,19:00:00, GMT-0400,2977,Facebook,,https://www.facebook.com/txrebels/posts/1326102224178264
Heart of Texas,Facebook.com/Txrebels,165337,2016-12-29,17:30:00, GMT-0500,2975,Facebook,,https://www.facebook.com/txrebels/posts/1086229654832190
Heart of Texas,Facebook.com/Txrebels,188141,2017-03-04,18:59:42, GMT-0500,2963,Facebook,,https://www.facebook.com/txrebels/posts/1145208722267616
Heart of Texas,Facebook.com/Txrebels,227477,2017-06-16,18:28:00, GMT-0400,2963,Facebook,,https://www.facebook.com/txrebels/posts/1256346221153865
Heart of Texas,Facebook.com/Txrebels,243150,2017-07-30,19:30:00, GMT-0400,2953,Facebook,,https://www.facebook.com/txrebels/posts/1301392743315879
Heart of Texas,Facebook.com/Txrebels,192608,2017-03-16,20:00:00, GMT-0400,2901,Facebook,,https://www.facebook.com/txrebels/posts/1160338507421304
Heart of Texas,Facebook.com/Txrebels,183745,2017-02-23,09:00:01, GMT-0500,2896,Facebook,,https://www.facebook.com/txrebels/posts/1138782082910280
Heart of Texas,Facebook.com/Txrebels,187507,2017-03-03,18:30:00, GMT-0500,2869,Facebook,,https://www.facebook.com/txrebels/posts/1147665928688562
Heart of Texas,Facebook.com/Txrebels,225270,2017-06-13,16:00:00, GMT-0400,2819,Facebook,,https://www.facebook.com/txrebels/posts/1252950518160102
Heart of Texas,Facebook.com/Txrebels,224320,2017-06-10,19:00:00, GMT-0400,2812,Facebook,,https://www.facebook.com/txrebels/posts/1248365401951947
Heart of Texas,Facebook.com/Txrebels,213608,2017-04-25,20:31:20, GMT-0400,2795,Facebook,,https://www.facebook.com/txrebels/posts/1205246059597215
Heart of Texas,Facebook.com/Txrebels,170660,2017-01-13,08:58:01, GMT-0500,2791,Facebook,,https://www.facebook.com/txrebels/posts/1099193580202464
Heart of Texas,Facebook.com/Txrebels,219951,2017-05-19,18:00:00, GMT-0400,2755,Facebook,,https://www.facebook.com/txrebels/posts/1226792957442525
Heart of Texas,Facebook.com/Txrebels,158944,2016-12-05,15:00:00, GMT-0500,2744,Facebook,,https://www.facebook.com/txrebels/posts/1064171520371337
Heart of Texas,Facebook.com/Txrebels,245850,2017-08-08,16:30:00, GMT-0400,2716,Facebook,,https://www.facebook.com/txrebels/posts/1311141812340972
Heart of Texas,Facebook.com/Txrebels,220136,2017-05-19,20:50:00, GMT-0400,2673,Facebook,,https://www.facebook.com/txrebels/posts/1226803610774793
Heart of Texas,Facebook.com/Txrebels,196759,2017-03-26,18:00:00, GMT-0400,2569,Facebook,,https://www.facebook.com/txrebels/posts/1167569916698163
